SP1,SP2,SP3,SP5,SP6,FS1,FS2,EPS1,TS1,TS2,TS3,TS4,VS1,CP,SE,label
165.65,140.05,2.305,9.416,9.3,10.997,10.288,2586,39.285,43.703,40.508,36.711,0.568,1.048,80.93,20.25
155.71,129.98,2.25,9.436,9.333,7.986,10.261,2452,39.293,43.723,40.496,36.711,0.557,1.047,80.93,20.109
155.4,129.74,2.266,9.415,9.314,7.726,10.288,2446,39.293,43.777,40.441,36.727,0.55,1.036,69.437,19.884
155.77,129.79,2.281,9.37,9.267,7.867,10.277,2447.8,39.273,43.785,40.543,36.711,0.558,1.044,69.437,20.084
155.61,129.9,2.266,9.385,9.288,7.91,10.258,2447.8,39.285,43.797,40.492,36.801,0.551,1.026,69.618,19.673
155.64,130.06,2.195,9.426,9.326,7.959,10.266,2447.8,39.375,43.828,40.582,36.805,0.555,1.052,69.618,20.121
155.44,129.9,2.195,9.415,9.316,7.727,10.264,2447.8,39.359,43.84,40.668,36.805,0.55,1.072,69.585,20.367
155.63,129.9,2.242,9.381,9.273,7.896,10.27,2447.8,39.375,43.879,40.68,36.781,0.551,1.077,69.585,20.527
155.56,129.73,2.32,9.38,9.284,7.868,10.269,2449.4,39.379,43.867,40.656,36.875,0.551,1.053,69.354,20.054
155.47,130.04,2.195,9.427,9.326,8.028,10.252,2446,39.367,43.871,40.68,36.887,0.551,1.073,69.354,20.415
155.63,129.91,2.32,9.424,9.318,9.461,10.254,2449.6,39.363,43.863,40.758,36.867,0.548,1.074,75.154,20.325
150.43,124.66,2.227,9.389,9.285,7.954,10.278,2382,39.441,43.879,40.828,36.875,0.549,1.096,75.154,20.687
150.38,124.83,2.336,9.389,9.294,7.834,10.279,2379.6,39.363,43.879,40.844,36.867,0.538,1.099,68.86,20.703
150.33,124.64,2.25,9.429,9.325,7.919,10.249,2381.6,39.367,43.891,40.82,36.941,0.553,1.075,68.86,20.295
150.38,124.65,2.242,9.422,9.314,8.048,10.296,2379.6,39.457,43.883,40.852,36.941,0.543,1.088,68.946,20.482
150.38,124.49,2.336,9.385,9.283,7.806,10.283,2376,39.461,43.895,40.895,36.937,0.553,1.097,68.946,20.6
150.52,124.46,2.336,9.377,9.285,7.965,10.276,2375.8,39.461,43.961,40.879,36.934,0.555,1.086,69.021,20.547
150.35,124.75,2.25,9.41,9.316,7.831,10.281,2379.6,39.473,43.934,40.934,36.941,0.544,1.101,69.021,20.708
150.33,124.83,2.219,9.422,9.318,7.936,10.265,2371.8,39.441,43.949,40.922,36.937,0.543,1.097,68.851,20.708
150.33,124.41,2.266,9.392,9.297,7.862,10.274,2375.6,39.453,43.961,40.922,36.949,0.543,1.1,68.851,20.574
150.36,124.47,2.227,9.379,9.281,7.631,10.299,2375.8,39.461,43.988,40.922,36.988,0.542,1.091,68.868,20.403
150.41,124.72,2.25,9.408,9.315,8.729,10.276,2372,39.461,44.031,40.934,36.992,0.57,1.086,68.868,20.46
191.12,0.398,0,9.426,9.326,0.001,10.254,2874.4,39.461,44.027,40.922,37.004,0.6,1.081,0,20.298
191.2,0.086,0,9.394,9.293,0.001,10.292,2919.6,39.375,43.988,40.922,37.008,0.623,1.087,0,20.35
191.17,0,0,9.377,9.28,0,10.292,2919.6,39.281,43.961,40.914,37.078,0.636,1.061,0,19.867
191.03,0,0,9.415,9.316,0,10.278,2919.4,39.203,43.895,40.922,37.086,0.644,1.061,0,19.997
191.11,0,0,9.426,9.316,0.003,10.276,2921.4,39.113,43.879,40.922,37.105,0.642,1.062,0,19.972
191.2,0,0,9.384,9.282,0.005,10.286,2919.6,39.043,43.895,40.926,37.082,0.651,1.061,0,19.924
191.09,0,0,9.372,9.27,0.007,10.294,2919.6,38.969,43.836,40.871,37.078,0.654,1.056,0,19.813
191.11,0,0,9.4,9.297,0,10.276,2919.8,38.875,43.805,40.871,37.078,0.66,1.037,0,19.691
191.06,0,0,9.407,9.307,0,10.254,2921.6,38.883,43.742,40.867,37.109,0.644,1.04,59.523,19.634
150.77,123.26,3.117,9.366,9.267,10.546,10.272,2481.4,38.809,43.746,40.871,37.191,0.595,1.016,59.523,19.133
145.56,119.58,2.414,9.333,9.238,7.907,10.253,2316,38.789,43.789,40.859,37.187,0.578,1.02,68.166,19.14
145.88,119.98,2.117,9.365,9.266,8.083,10.257,2312,38.883,43.812,40.914,37.18,0.561,1.031,68.166,19.444
145.48,119.73,2.336,9.385,9.29,7.961,10.223,2310,38.965,43.801,40.914,37.191,0.546,1.033,68.99,19.457
145.35,119.55,2.273,9.366,9.253,8.094,10.271,2307.8,39.047,43.895,41,37.187,0.547,1.048,68.99,19.815
145.73,120.13,2.211,9.326,9.235,7.655,10.283,2310.2,39.121,43.895,41.004,37.277,0.538,1.036,69.038,19.329
145.06,119.44,2.305,9.339,9.243,7.974,10.265,2307.8,39.234,43.961,41.098,37.27,0.553,1.057,69.038,19.67
145.38,119.63,2.359,9.398,9.292,8.161,10.234,2303.8,39.281,44.016,41.129,37.258,0.534,1.073,68.78,19.965
145.23,119.41,2.195,9.382,9.277,7.951,10.239,2303.8,39.453,44.047,41.176,37.27,0.524,1.068,68.78,19.868
145.13,119.41,2.242,9.347,9.253,4.693,10.257,2301.8,39.461,44.09,41.176,37.352,0.546,1.056,54.451,19.628
155.77,129.98,2.211,9.366,9.266,8.015,10.274,2447.4,39.488,44.113,41.266,37.348,0.545,1.085,54.451,20.041
155.5,129.69,2.109,9.402,9.3,7.929,10.244,2441.8,39.633,44.137,41.262,37.344,0.56,1.086,69.247,19.913
155.38,129.61,2.242,9.394,9.296,7.768,10.248,2443.6,39.723,44.109,41.25,37.359,0.585,1.091,69.247,20.164
155.27,129.47,2.297,9.348,9.245,7.891,10.256,2441.8,39.719,44.125,41.352,37.348,0.585,1.085,69.643,20.037
155.34,129.47,2.328,9.332,9.237,7.876,10.244,2441.6,39.711,44.18,41.301,37.352,0.576,1.102,69.643,20.402
155.26,129.53,2.172,9.377,9.275,7.898,10.221,2439.8,39.801,44.125,41.352,37.359,0.567,1.087,69.366,20.152
155.31,129.81,2.266,9.38,9.283,8.049,10.226,2440,39.879,44.238,41.297,37.359,0.578,1.086,69.366,20.148
155.5,130.07,2.172,9.345,9.241,7.882,10.238,2439.6,39.867,44.289,41.277,37.348,0.571,1.089,69.325,20.085
155.44,129.79,2.242,9.328,9.241,7.688,10.252,2443.2,39.883,44.301,41.297,37.437,0.576,1.064,69.325,19.614
155.36,129.73,2.273,9.368,9.271,4.999,10.234,2438,39.973,44.312,41.273,37.441,0.583,1.056,57.104,19.686
165.67,140.37,2.219,9.395,9.293,8.103,10.241,2581.4,39.973,44.371,41.332,37.43,0.58,1.083,57.104,19.949
165.45,140.05,2.242,9.356,9.257,7.857,10.236,2579.6,39.961,44.371,41.34,37.453,0.589,1.075,70.694,19.925
165.6,140.05,2.133,9.339,9.245,7.719,10.261,2577.8,40.047,44.359,41.34,37.453,0.598,1.072,70.694,19.818
165.51,140.23,2.023,9.355,9.269,7.674,10.227,2577.8,40.133,44.41,41.359,37.531,0.602,1.052,70.614,19.5
165.44,140.06,2.156,9.38,9.286,7.804,10.214,2577.8,40.047,44.441,41.344,37.523,0.599,1.049,70.614,19.52
165.43,139.79,2.117,9.356,9.264,8.024,10.226,2579.6,40.133,44.477,41.34,37.523,0.605,1.054,70.231,19.468
165.54,140.06,2.219,9.327,9.233,7.733,10.229,2579.8,40.145,44.535,41.426,37.531,0.596,1.081,70.231,19.831
165.48,139.7,2.227,9.349,9.252,7.703,10.216,2583.6,40.23,44.551,41.434,37.602,0.587,1.054,70.724,19.339
165.53,140,2.156,9.375,9.274,7.646,10.221,2581.6,40.219,44.617,41.414,37.586,0.592,1.054,70.724,19.419
165.36,140.05,2.156,9.351,9.25,11.178,10.216,2579.8,40.219,44.617,41.437,37.602,0.581,1.055,81.1,19.327
155.56,129.97,2.141,9.321,9.222,7.995,10.224,2446,40.305,44.629,41.437,37.586,0.567,1.053,81.1,19.331
155.31,129.87,2.172,9.339,9.231,7.896,10.203,2436,40.297,44.629,41.508,37.598,0.589,1.073,69.821,19.681
155.31,129.74,2.227,9.372,9.275,7.778,10.203,2441.6,40.285,44.641,41.504,37.598,0.583,1.07,69.821,19.784
155.31,129.97,2.164,9.343,9.248,7.831,10.209,2439.6,40.309,44.652,41.508,37.586,0.585,1.072,69.403,19.713
155.45,129.77,2.211,9.311,9.215,7.816,10.217,2441.4,40.281,44.656,41.52,37.609,0.577,1.07,69.403,19.772
155.33,129.66,2.195,9.326,9.237,7.746,10.216,2441.6,40.309,44.695,41.504,37.609,0.57,1.076,68.829,19.752
155.42,129.73,2.187,9.358,9.26,7.791,10.192,2441.6,40.391,44.707,41.586,37.609,0.562,1.076,68.829,19.643
155.27,129.69,2.211,9.342,9.249,7.669,10.212,2439.8,40.348,44.707,41.586,37.68,0.555,1.072,69.185,19.58
155.47,129.79,2.055,9.308,9.206,7.694,10.219,2441.8,40.32,44.723,41.594,37.68,0.561,1.088,69.185,19.71
155.31,129.6,2.187,9.314,9.215,9.334,10.234,2437.8,40.336,44.777,41.664,37.687,0.564,1.098,75.304,19.926
150.11,124.48,2.219,9.347,9.248,7.899,10.21,2374,40.324,44.766,41.668,37.687,0.546,1.094,75.304,19.887
150.13,124.38,2.305,9.351,9.266,7.861,10.208,2370,40.32,44.801,41.668,37.695,0.546,1.093,68.483,19.919
150.17,124.63,2.164,9.318,9.225,7.97,10.209,2369.6,40.312,44.805,41.719,37.77,0.544,1.085,68.483,19.696
150.19,124.82,2.227,9.309,9.217,7.835,10.198,2369.6,40.34,44.789,41.75,37.758,0.552,1.087,68.819,19.634
150.14,124.49,2.445,9.361,9.26,7.718,10.203,2371.4,40.32,44.859,41.695,37.766,0.539,1.082,68.819,19.747
150.09,124.26,2.219,9.361,9.265,7.86,10.186,2369.8,40.387,44.848,41.777,37.766,0.54,1.105,68.862,20.005
150.15,124.36,2.352,9.323,9.222,7.808,10.211,2369.8,40.391,44.863,41.762,37.773,0.549,1.101,68.862,19.919
150.06,124.28,2.305,9.3,9.206,7.875,10.199,2371.6,40.391,44.871,41.762,37.781,0.542,1.097,69.036,19.736
150.17,124.44,2.211,9.35,9.255,7.844,10.214,2369.8,40.387,44.887,41.758,37.77,0.533,1.1,69.036,19.977
150.14,124.39,2.297,9.378,9.281,7.771,10.199,2369.8,40.391,44.871,41.758,37.754,0.537,1.106,68.972,20.016
150.27,124.44,2.266,9.348,9.25,9.044,10.213,2369.6,40.398,44.883,41.762,37.824,0.568,1.083,68.972,19.651
191.01,0.43,0,9.308,9.219,0.001,10.214,2868.4,40.352,44.875,41.773,37.84,0.601,1.088,0,19.635
191.13,0,0,9.338,9.231,0,10.19,2917.6,40.309,44.875,41.75,37.832,0.611,1.076,0,19.533
191.09,0,0,9.357,9.257,0,10.191,2916,40.219,44.801,41.758,37.824,0.614,1.079,0,19.627
191.11,0,0,9.351,9.257,0,10.213,2917.8,40.078,44.711,41.758,37.918,0.629,1.055,0,19.073
191.02,0,0,9.316,9.218,0.001,10.244,2919.6,40.059,44.746,41.758,37.914,0.627,1.056,0,19.202
191.01,0,0,9.337,9.238,0.001,10.219,2917.8,39.914,44.641,41.773,37.918,0.63,1.054,0,19.202
190.94,0,0,9.358,9.271,0,10.219,2919.6,39.887,44.652,41.762,37.906,0.629,1.063,0,19.116
190.85,0,0,9.338,9.247,0,10.198,2919.4,39.805,44.617,41.75,38.008,0.623,1.024,0,18.652
191.09,0,0,9.295,9.19,0,10.187,2917.6,39.711,44.633,41.75,38.02,0.643,1.032,62.036,18.645
150.68,123.16,3.164,9.292,9.195,10.523,10.233,2477.4,39.656,44.625,41.746,38.02,0.61,1.027,62.036,18.629
145.73,120.06,1.789,9.332,9.237,7.939,10.206,2312,39.633,44.613,41.746,38.02,0.596,1.03,68.912,18.638
145.69,119.88,2.25,9.334,9.245,7.982,10.18,2317.4,39.719,44.605,41.758,38.008,0.57,1.03,68.912,18.712
145.37,119.84,2.297,9.286,9.196,7.85,10.177,2308,39.887,44.645,41.844,38.012,0.557,1.054,68.629,19.008
145.68,119.91,2.32,9.281,9.185,7.84,10.208,2309.6,39.906,44.723,41.84,38.004,0.545,1.05,68.629,19.027
145.08,119.32,2.305,9.322,9.222,8.088,10.205,2307.8,40.047,44.719,41.922,38.02,0.541,1.074,67.928,19.344
145.44,119.77,1.891,9.337,9.247,7.984,10.176,2303.6,40.152,44.836,41.922,38.012,0.537,1.067,67.928,19.352
145.48,119.55,2.211,9.322,9.229,8.001,10.198,2311.6,40.219,44.883,41.98,38.023,0.534,1.077,68.934,19.453
144.81,119.16,2.219,9.29,9.198,7.84,10.184,2298,40.305,44.875,41.949,38.031,0.525,1.057,68.934,19.048
144.94,119.37,2.336,9.31,9.213,4.951,10.203,2299.8,40.324,44.887,42.008,38.102,0.543,1.073,54.438,19.146
155.85,130.25,2.336,9.354,9.262,7.904,10.193,2443.4,40.402,44.887,41.992,38.109,0.544,1.076,54.438,19.301
155.36,129.73,2.266,9.347,9.245,7.883,10.183,2444,40.473,44.945,42.016,38.109,0.562,1.073,69.855,19.293
155.33,129.69,2.211,9.31,9.219,7.861,10.203,2445.6,40.551,44.98,42.102,38.102,0.566,1.096,69.855,19.633
155.27,129.73,2.406,9.295,9.201,7.788,10.192,2439.8,40.551,45.02,42.102,38.102,0.557,1.098,69.829,19.506
155.23,129.86,2.352,9.328,9.239,7.916,10.17,2439.8,40.551,45.066,42.102,38.168,0.548,1.07,69.829,19.204
155.27,129.84,2.281,9.324,9.234,7.774,10.189,2439.6,40.637,45.078,42.094,38.184,0.544,1.07,69.969,19.069
155.36,129.66,2.266,9.292,9.19,7.751,10.176,2441.4,40.711,45.121,42.098,38.203,0.55,1.073,69.969,19.27
155.29,129.73,2.305,9.274,9.182,7.915,10.199,2437.6,40.719,45.133,42.102,38.184,0.544,1.075,69.893,19.223
155.17,129.53,2.133,9.314,9.224,7.683,10.172,2439.8,40.738,45.113,42.098,38.27,0.542,1.052,69.893,18.852
155.1,129.45,2.328,9.351,9.25,4.868,10.178,2439.8,40.734,45.113,42.176,38.262,0.581,1.073,57.152,19.105
165.45,139.76,2.352,9.328,9.219,7.779,10.182,2575.4,40.801,45.133,42.195,38.258,0.576,1.075,57.152,19.162
165.34,139.66,2.227,9.287,9.198,7.755,10.185,2577.8,40.898,45.187,42.18,38.27,0.6,1.07,70.068,19.139
165.45,140.13,2.555,9.303,9.218,8.009,10.207,2577.6,40.883,45.215,42.18,38.273,0.613,1.069,70.068,18.989
165.43,139.88,2.25,9.314,9.232,7.883,10.165,2577.6,40.977,45.293,42.18,38.289,0.604,1.074,70.644,19.139
165.46,139.94,2.109,9.311,9.207,7.67,10.169,2579.8,40.965,45.309,42.195,38.273,0.607,1.076,70.644,19.162
165.38,139.79,2.375,9.28,9.182,7.924,10.176,2574,40.965,45.398,42.187,38.273,0.599,1.073,70.721,19.093
165.34,139.88,2.266,9.269,9.179,7.785,10.18,2575.8,41,45.375,42.168,38.262,0.597,1.078,70.721,19.162
165.41,140.34,2.211,9.3,9.215,7.882,10.163,2577.8,41.051,45.371,42.168,38.348,0.594,1.053,70.5,18.63
165.33,139.88,2.266,9.311,9.205,7.884,10.166,2577.8,41.051,45.387,42.187,38.328,0.59,1.051,70.5,18.781
165.27,139.72,2.305,9.278,9.182,10.975,10.173,2579.8,41.125,45.391,42.176,38.352,0.575,1.049,80.946,18.769
155.26,129.74,2.266,9.26,9.168,7.9,10.169,2444,41.137,45.441,42.191,38.348,0.567,1.048,80.946,18.588
155.26,129.52,2.211,9.281,9.194,7.833,10.161,2437.8,41.145,45.48,42.273,38.336,0.578,1.074,69.948,19.104
155.28,129.66,2.266,9.315,9.212,7.751,10.167,2435.8,41.121,45.473,42.27,38.34,0.577,1.071,69.948,19.123
155.21,129.61,2.266,9.277,9.182,7.721,10.151,2437.6,41.145,45.539,42.277,38.34,0.591,1.048,69.383,18.628
155.21,129.6,2.211,9.245,9.155,7.894,10.163,2435.8,41.145,45.555,42.355,38.418,0.586,1.078,69.383,19.112
155.21,129.86,2.117,9.255,9.169,7.917,10.162,2433.8,41.133,45.539,42.34,38.414,0.567,1.075,69.784,19.029
155.2,129.66,2.219,9.285,9.2,8.048,10.143,2435.8,41.148,45.551,42.355,38.418,0.559,1.076,69.784,19.037
155.17,129.53,2.266,9.282,9.186,7.928,10.138,2435.6,41.148,45.562,42.379,38.43,0.557,1.085,69.268,19.2
155.05,129.49,2.273,9.253,9.155,7.906,10.169,2437.6,41.184,45.605,42.391,38.43,0.561,1.083,69.268,19.219
155.1,129.41,2.273,9.252,9.17,9.589,10.169,2435.8,41.16,45.609,42.391,38.402,0.557,1.103,74.886,19.432
150.27,124.49,2.219,9.286,9.194,7.923,10.137,2368,41.164,45.629,42.437,38.422,0.54,1.098,74.886,19.402
149.94,124.33,2.211,9.307,9.205,7.796,10.179,2365.6,41.156,45.609,42.434,38.414,0.545,1.1,68.651,19.428
149.94,124.14,2.195,9.267,9.182,7.953,10.158,2363.8,41.148,45.629,42.437,38.43,0.545,1.1,68.651,19.447
150.06,124.33,2.156,9.243,9.153,7.797,10.153,2367.6,41.148,45.633,42.527,38.5,0.54,1.103,68.587,19.325
150.14,124.57,2.117,9.266,9.176,7.758,10.158,2364,41.137,45.629,42.52,38.5,0.536,1.103,68.587,19.348
150.09,124.51,2.187,9.298,9.205,7.838,10.161,2365.8,41.16,45.66,42.516,38.496,0.539,1.103,68.718,19.254
150.14,124.47,2.266,9.28,9.184,7.731,10.153,2365.8,41.16,45.676,42.52,38.5,0.543,1.085,68.718,19.16
150.04,124.43,2.195,9.252,9.163,7.727,10.176,2365.8,41.227,45.687,42.609,38.586,0.547,1.105,68.479,19.336
150.13,124.63,2.187,9.261,9.16,7.865,10.177,2367.6,41.211,45.687,42.609,38.578,0.546,1.105,68.479,19.257
149.95,124.31,2.242,9.293,9.198,7.592,10.154,2361.8,41.227,45.684,42.609,38.547,0.554,1.109,68.512,19.377
149.92,124.23,2.242,9.283,9.198,9.393,10.133,2369.8,41.223,45.684,42.609,38.566,0.582,1.11,68.512,19.339
191.02,0.352,0,9.255,9.163,0,10.16,2858.4,41.176,45.703,42.609,38.562,0.605,1.109,0,19.415
191.09,0,0,9.233,9.128,0,10.162,2911.6,41.145,45.691,42.605,38.633,0.629,1.089,0,19.04
191.03,0,0,9.25,9.173,0,10.138,2911.8,40.957,45.664,42.605,38.641,0.635,1.086,0,19.003
191.06,0,0,9.285,9.203,0,10.154,2912,40.977,45.637,42.605,38.641,0.634,1.09,0,18.996
191.06,0,0,9.269,9.177,0.003,10.164,2915.6,40.816,45.562,42.613,38.652,0.642,1.093,0,19.033
190.95,0,0,9.233,9.151,0,10.169,2913.8,40.746,45.535,42.625,38.641,0.642,1.087,0,19.055
190.88,0,0,9.256,9.162,0.005,10.165,2915.6,40.699,45.469,42.609,38.645,0.649,1.088,0,18.887
191,0,0,9.288,9.2,0.001,10.154,2915.6,40.562,45.43,42.633,38.645,0.641,1.08,0,18.881
190.96,0,0,9.274,9.181,0.001,10.149,2917.8,40.539,45.387,42.613,38.66,0.627,1.081,67.794,18.933
150.43,122.91,3.008,9.226,9.139,10.552,10.163,2477.2,40.547,45.363,42.605,38.672,0.596,1.075,67.794,18.809
145.48,119.78,2.133,9.217,9.128,7.72,10.147,2310,40.562,45.375,42.621,38.746,0.578,1.06,68.516,18.593
145.24,119.16,2.5,9.252,9.163,8.172,10.146,2304,40.551,45.375,42.609,38.75,0.567,1.058,68.516,18.529
145.43,119.61,2.32,9.256,9.167,8.293,10.13,2303.8,40.629,45.488,42.641,38.758,0.561,1.053,69.103,18.461
145.16,119.63,2.406,9.223,9.129,7.769,10.134,2297.6,40.734,45.523,42.598,38.746,0.551,1.059,69.103,18.503
145.33,119.57,2.414,9.198,9.103,7.821,10.158,2301.4,40.805,45.605,42.695,38.746,0.535,1.053,69,18.348
144.56,118.77,2.211,9.224,9.132,7.84,10.123,2294,40.973,45.621,42.687,38.852,0.529,1.074,69,18.707
144.94,119.19,2.172,9.268,9.177,7.934,10.151,2295.6,40.957,45.664,42.781,38.828,0.518,1.081,69.1,18.703
144.64,119.01,2.359,9.271,9.175,7.609,10.137,2290,41.051,45.703,42.773,38.844,0.532,1.088,69.1,18.726
144.67,118.98,2.242,9.233,9.14,4.823,10.145,2292,41.125,45.703,42.812,38.84,0.566,1.085,54.704,18.753
155.56,130.17,2.383,9.226,9.144,7.812,10.158,2437.4,41.156,45.703,42.797,38.852,0.561,1.098,54.704,18.652
155.02,129.58,2.195,9.267,9.178,7.928,10.165,2434,41.223,45.703,42.824,38.84,0.559,1.076,69.91,18.557
155.02,129.52,2.242,9.282,9.193,7.856,10.142,2435.4,41.293,45.727,42.852,38.91,0.576,1.07,69.91,18.594
154.97,129.39,2.156,9.234,9.147,7.817,10.15,2433.6,41.391,45.77,42.844,38.918,0.568,1.074,69.591,18.649
154.99,129.48,2.273,9.198,9.107,7.747,10.156,2431.6,41.383,45.793,42.867,38.91,0.563,1.08,69.591,18.612
154.85,129.14,2.328,9.22,9.119,7.726,10.134,2431.6,41.43,45.859,42.855,38.922,0.551,1.073,69.04,18.583
154.98,129.56,2.102,9.257,9.171,7.812,10.133,2431.6,41.449,45.867,42.863,38.91,0.554,1.074,69.04,18.538
154.83,129.42,2.219,9.243,9.151,7.856,10.131,2429.6,41.469,45.902,42.871,38.922,0.558,1.077,69.331,18.684
154.88,129.22,2.211,9.22,9.115,7.761,10.142,2429.8,41.559,45.934,42.867,38.922,0.553,1.079,69.331,18.538
154.9,129.26,2.172,9.21,9.123,4.768,10.151,2431.6,41.562,45.961,42.855,38.934,0.565,1.082,56.81,18.647
165.33,139.63,2.133,9.25,9.16,7.772,10.14,2573.4,41.57,45.945,42.937,38.922,0.57,1.095,56.81,18.948
165.19,139.8,2.031,9.27,9.172,7.662,10.121,2573.4,41.637,45.949,42.945,38.934,0.577,1.099,70.428,18.879
165.13,139.66,2.242,9.241,9.158,7.748,10.159,2568,41.637,45.969,42.937,38.934,0.586,1.096,70.428,18.835
165.35,139.98,2.211,9.206,9.115,7.599,10.143,2573.8,41.742,45.957,42.945,39.016,0.591,1.073,70.27,18.507
165.19,139.88,2.281,9.221,9.125,7.791,10.148,2575.6,41.809,46.082,42.93,39.023,0.585,1.072,70.27,18.397
165.27,139.94,2,9.247,9.163,7.762,10.134,2571.8,41.801,46.121,42.937,39.012,0.592,1.073,70.215,18.47
165.35,139.87,2.211,9.247,9.155,7.881,10.129,2575.4,41.816,46.164,42.934,39.012,0.594,1.074,70.215,18.57
165.29,139.89,2.25,9.212,9.122,7.702,10.142,2573.8,41.836,46.187,43.02,39.004,0.605,1.097,70.363,18.843
165.21,139.56,2.187,9.198,9.113,7.804,10.126,2575.4,41.891,46.199,43.027,39.102,0.608,1.076,70.363,18.459
165.38,139.82,2.102,9.231,9.137,10.613,10.142,2571.8,41.891,46.207,43.016,39.09,0.586,1.074,80.848,18.469
155.19,129.45,2.117,9.247,9.167,8.088,10.116,2436,41.879,46.227,43.02,39.082,0.566,1.076,80.848,18.499
155.02,129.41,2.164,9.223,9.127,7.869,10.127,2433.8,41.879,46.23,43.031,39.094,0.557,1.073,69.622,18.462
154.93,129.45,2.062,9.201,9.101,7.733,10.136,2429.8,41.891,46.246,43.027,39.07,0.57,1.07,69.622,18.454
154.91,129.43,2.156,9.196,9.111,7.889,10.118,2431.8,41.883,46.273,43.031,39.082,0.586,1.082,69.708,18.603
154.88,129.18,2.195,9.241,9.149,7.803,10.127,2429.8,41.961,46.285,43.039,39.09,0.574,1.094,69.708,18.76
154.86,129.27,2.164,9.238,9.146,7.752,10.141,2429.8,41.973,46.297,43.059,39.09,0.561,1.08,69.481,18.422
154.91,129.52,2.141,9.208,9.129,7.99,10.142,2431.6,41.969,46.297,43.051,39.094,0.564,1.081,69.481,18.533
155.02,129.31,2.242,9.2,9.102,7.915,10.134,2431.6,41.961,46.242,43.113,39.09,0.56,1.101,69.866,18.844
154.86,129.23,2.156,9.233,9.142,7.634,10.121,2431.6,41.969,46.34,43.121,39.078,0.558,1.096,69.866,18.712
154.85,129.27,2.211,9.26,9.173,9.546,10.136,2428,41.961,46.367,43.105,39.082,0.566,1.099,75.628,18.796
149.84,124.1,2.219,9.233,9.144,7.881,10.143,2363.8,42.055,46.352,43.109,39.168,0.564,1.076,75.628,18.391
149.91,124.16,2.211,9.196,9.116,7.793,10.123,2357.6,41.973,46.355,43.113,39.16,0.553,1.082,68.798,18.464
149.82,124.25,2.141,9.209,9.124,7.913,10.142,2358,41.969,46.371,43.121,39.168,0.554,1.079,68.798,18.509
149.79,124.12,2.102,9.238,9.14,7.947,10.122,2357.6,41.961,46.352,43.113,39.156,0.548,1.104,69.268,18.761
149.79,123.98,2.383,9.238,9.14,8.019,10.109,2357.4,41.973,46.27,43.191,39.156,0.539,1.1,69.268,18.721
149.76,124.07,2.273,9.194,9.097,7.871,10.118,2359.8,42.055,46.395,43.203,39.16,0.53,1.077,68.641,18.369
149.73,124.17,2.242,9.17,9.099,7.861,10.137,2355.8,42.039,46.437,43.18,39.242,0.525,1.083,68.641,18.351
149.8,124.07,2.172,9.214,9.118,7.828,10.126,2355.6,42.043,46.43,43.203,39.242,0.524,1.083,69.123,18.369
149.73,124.16,2.133,9.234,9.139,7.759,10.133,2357.4,42.043,46.43,43.199,39.238,0.525,1.074,69.123,18.361
149.69,124.16,2.156,9.229,9.141,7.772,10.129,2356,42.062,46.457,43.187,39.227,0.537,1.08,68.566,18.457
149.72,124.35,2.187,9.194,9.092,9.109,10.114,2355.8,42.043,46.461,43.285,39.227,0.583,1.102,68.566,18.788
190.94,0.109,0,9.186,9.101,0,10.12,2845,41.973,46.465,43.281,39.316,0.614,1.084,0,18.415
191.04,0,0,9.226,9.134,0.001,10.102,2903.8,41.883,46.445,43.289,39.312,0.63,1.08,0,18.426
191.08,0,0,9.228,9.144,0.003,10.091,2905.8,41.812,46.309,43.273,39.316,0.641,1.076,0,18.342
190.92,0,0,9.199,9.112,0,10.105,2907.4,41.73,46.367,43.285,39.328,0.647,1.077,0,18.317
190.89,0,0,9.201,9.104,0,10.109,2905.8,41.641,46.301,43.285,39.301,0.656,1.08,0,18.372
190.93,0,0,9.213,9.122,0.001,10.134,2905.8,41.562,46.242,43.273,39.305,0.669,1.081,0,18.386
191.03,0,0,9.238,9.151,0.003,10.123,2907.6,41.387,46.207,43.355,39.312,0.667,1.104,0,18.706
190.9,0,0,9.226,9.144,0.003,10.097,2905.6,41.383,46.207,43.352,39.316,0.666,1.099,0,18.67
191.03,0,0,9.208,9.117,0.003,10.102,2905.6,41.309,46.199,43.355,39.332,0.647,1.092,64.151,18.555
150.25,122.79,3.18,9.189,9.099,10.603,10.101,2473,41.332,46.187,43.348,39.348,0.599,1.091,64.151,18.543
144.94,119.32,2.219,9.219,9.134,8.071,10.097,2298,41.227,46.199,43.367,39.34,0.58,1.101,67.575,18.617
145.67,119.94,2.328,9.227,9.135,8.22,10.087,2297.4,41.316,46.203,43.379,39.344,0.57,1.094,67.575,18.653
144.67,118.9,2.25,9.204,9.118,7.916,10.08,2287.8,41.426,46.207,43.367,39.422,0.549,1.071,68.425,18.14
144.81,119.29,2.187,9.182,9.09,7.819,10.094,2288,41.477,46.191,43.363,39.426,0.553,1.082,68.425,18.289
144.68,119.11,2.352,9.196,9.104,7.971,10.096,2287.8,41.609,46.27,43.465,39.422,0.538,1.1,68.592,18.6
144.67,119,2.172,9.223,9.137,7.901,10.097,2289.6,41.742,46.312,43.449,39.41,0.546,1.097,68.592,18.615
144.91,119.22,2.195,9.227,9.137,7.817,10.096,2287.8,41.816,46.352,43.465,39.426,0.535,1.101,68.444,18.504
